,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N354-H9N7,25.32785415,0,0,24.65491966,24.22949249,24.63305913,0,24.46415064,0,0,0,0,0,24.08009057,25.27687576,23.81624245,22.87425946,25.29448388,24.77697892,0,24.69069505,24.17385414,24.50101459,0,25.29553197,22.07469506,0,22.91360311,23.12756421,24.59795602,0,24.52206424,0,0,0,25.07349476,0,0,24.49419755,24.32086558,0,23.19709341,22.28298715,0,18.78381557,0,24.24428868,23.91519723,0,23.90563579,24.64060469,0,23.90080994,0,0,>>DiffResult,13.47142035,19.13749142,9.841062212,12.85277923,12.06065363,9.296429204,0.527904099,0.991047205,0.937431815,0.435869581,0.99394461,0.999974707,0.877735017,0.999952879,0.748417847,0.998174382,0.690280902,0.602723651,NO
CLU-N354-H9N7F1,24.31868205,24.19947557,23.29477993,23.53466683,22.9090094,18.86233188,0,23.16442558,23.90624165,24.11375234,23.87119364,0,23.75095911,22.75505773,0,0,20.7178832,0,0,0,23.36319965,20.66386961,21.31091558,19.94078651,23.99931443,18.39029727,0,21.89324351,23.60865528,23.78089379,22.26238553,23.7030667,0,24.22265032,23.87833694,23.73881071,23.18096725,0,23.50563906,0,0,21.65916847,0,20.88012453,20.2655223,0,22.74915954,22.28688566,0,22.99774408,0,0,22.60257064,0,0,>>DiffResult,14.96992294,19.69511756,16.44918565,12.56096306,9.063635992,10.63148157,0.270525933,0.964393703,0.996531346,0.961456109,0.548420272,0.991534298,0.747550654,0.975742578,0.789828115,0.62251466,0.195722985,0.360187717,NO
CLU-N374-H10N7F1,25.04758852,23.63574038,0,25.00091694,23.04041992,21.41577739,0,19.48296009,21.91302469,24.4238472,0,20.1327167,21.58970731,22.36711326,25.46822139,22.39360968,0,24.51102511,22.40604731,21.46662424,25.87778338,23.76573247,23.20586092,21.38333814,23.41358618,0,22.81516651,20.43878497,24.49369219,23.08433895,0,25.49027152,0,0,0,22.11882239,0,0,0,0,0,0,0,0,0,23.40392112,27.27289922,0,23.99617042,26.95414624,25.27067292,0,23.19986645,23.30597816,23.149589,>>DiffResult,18.21476701,20.84782837,4.760909391,0,19.65532435,20.84782837,1.59E-05,0.872045406,0.00314519,0.002072519,0.005051265,0.001771571,0.001004169,0.002134144,0.943414679,0.993860593,0.998310927,0.00021831,YES
CLU-N374-H10N8F1,24.81830932,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63246305,24.53610931,0,24.08745546,0,0,0,0,25.04624965,0,20.45437164,0,20.67799225,0,24.32803239,23.53481464,0,0,0,0,21.6139593,0,0,0,0,24.05820263,21.65190107,24.43489913,0,0,22.79955834,0,24.67159715,0,19.56432779,22.71995169,0,0,0,0,0,>>DiffResult,4.903716857,11.40414606,4.567216193,13.77727171,6.695587662,9.210055517,0.308395367,0.526609947,0.999989971,0.616420422,0.991785757,0.472780202,0.994262883,0.749643047,0.528430539,0.992624435,0.863153334,0.398358214,NO
CLU-N374-H10N9,22.63031637,0,24.11296231,0,24.60367012,0,0,23.18029851,0,0,0,0,22.22098686,0,23.97465039,25.30551609,0,22.72709563,22.62144341,0,0,0,23.75153322,22.52472129,22.24400453,0,21.89702876,22.88724704,22.02708654,0,22.4028593,21.94326829,22.13750095,0,23.49564217,22.38303318,22.53627689,0,22.80018048,23.99159693,25.3820619,25.19890488,25.33059818,25.16684202,24.88433752,0,0,0,0,21.47843782,0,0,0,0,21.12456811,>>DiffResult,10.56884698,13.53316214,18.16903582,25.1925489,4.260300593,20.93224831,0.004683227,0.739474171,0.347608191,0.860002013,0.036130463,0.055833815,0.268684848,0.005616654,0.948828564,0.535380337,0.293544845,0.016539856,YES
CLU-N374-H10N9F1,24.21703595,24.25702272,25.80336441,0,25.97695504,24.01610037,21.60936271,25.45578832,22.00157424,23.39540615,24.51682461,22.24424975,24.01944194,23.37080533,25.16585179,27.40104651,23.42972603,24.2357546,24.18345908,0,22.53915078,22.98520056,25.39494177,24.18454765,23.88578321,19.77590524,23.56092096,0,23.16431824,22.02849261,24.82613706,24.32709204,24.10954934,23.94483575,24.73796467,24.62761213,24.89458539,21.22078413,24.73111546,25.44171637,26.80436126,26.72999115,27.03279825,25.62322836,26.14183993,0,0,22.77305508,23.42828628,23.65146969,0,22.54443249,22.64568347,23.24875004,0,>>DiffResult,21.76498848,20.7519261,24.28613923,26.46644379,13.82916771,12.63727608,0.015357725,0.984409956,0.910605373,0.834602449,0.026374456,0.728384783,0.645827797,0.029334936,0.996859722,0.067900735,0.262049625,0.042543083,YES
CLU-N374-H11N10F1,21.29654979,0,22.59091795,0,22.95756745,21.57700075,0,22.21955029,0,0,21.6366143,0,0,0,22.06501199,24.29419952,0,20.80066388,20.78246797,0,0,0,22.25951186,0,0,0,0,0,0,0,0,0,0,0,21.60463873,0,0,0,0,21.82621083,23.61677965,23.62449357,24.37309388,22.86326434,22.75223487,0,0,0,0,0,0,0,0,0,0,>>DiffResult,11.01102719,2.225951186,4.343084956,23.44597326,0,23.44597326,2.76E-05,0.001420933,0.272307447,0.980807795,0.785339424,0.040435194,0.000329432,6.63E-05,0.07486226,0.013425331,0.97691589,0.000336589,YES
CLU-N374-H11N7F2,22.55457029,24.26641433,20.45130545,20.75563209,0,0,0,0,0,0,0,0,20.25355774,0,0,0,0,22.69841211,19.76811347,0,23.31365464,0,0,20.71425109,0,0,20.70736678,0,21.44834487,0,0,0,0,0,0,19.74026218,0,0,0,0,0,0,0,0,0,0,22.57758741,0,21.15302089,24.26157481,21.82695433,0,22.55141654,20.60759727,21.63284031,>>DiffResult,7.537400274,8.618361739,1.974026218,0,15.46109916,15.46109916,0.017085298,0.995676184,0.57181144,0.539447076,0.023032681,0.525219049,0.482532367,0.038662173,0.99840077,0.225295504,0.510511531,0.045808977,YES
CLU-N374-H12N11,23.41228607,0,0,21.65326292,21.70736874,22.61498957,0,0,0,21.08105439,24.25205583,0,24.02684272,21.78708272,23.63293404,23.07161375,0,23.27329527,23.18282433,0,0,0,0,0,0,0,0,0,0,21.62343772,0,0,0,23.55944192,23.48586635,22.52398528,22.93117406,0,22.67764539,22.13556544,0,0,20.39375051,21.67554854,22.17620388,0,0,0,0,0,0,0,0,0,0,>>DiffResult,13.68478052,2.162343772,13.73136784,12.84910059,0,13.73136784,0.001207904,0.99982591,0.999999995,0.075301281,0.021889439,0.999798424,0.279141952,0.129632047,0.028319981,0.00576727,0.987325697,0.006166112,YES
CLU-N374-H13N12,23.03751408,21.24558254,21.07683083,0,0,23.20466674,0,0,0,21.85894879,0,0,23.62559974,22.28617794,23.61269683,22.44212024,0,22.3066994,23.66605947,0,0,0,21.86308472,0,0,0,0,0,21.8637626,0,0,22.54762584,0,21.42791278,23.24549701,22.53133449,22.21037985,0,21.40559152,0,0,0,20.8704038,22.78802364,22.24187091,0,22.49573509,0,0,21.37055216,0,0,0,0,0,>>DiffResult,12.41814483,4.372684732,13.33683415,13.18005967,4.386628725,8.964149418,0.118000662,0.999999884,0.999465678,0.354503903,0.356067183,0.999907694,0.574737299,0.576229774,0.319020422,0.320724212,1,0.19401234,NO
CLU-N374-H3N3F2,0,0,0,0,0,0,19.97052993,0,0,20.83850732,0,0,20.00931411,0,20.46234481,0,0,0,0,0,19.33435952,0,20.59328133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.03391914,0,0,0,21.04329126,22.7275468,22.06610366,0,0,20.59593342,0,0,20.59725899,0,20.39209227,0,21.90697084,>>DiffResult,4.064034808,3.992764085,2.003391914,13.16738834,8.349225551,11.16399643,0.149815376,0.163964637,0.974639175,0.986936976,0.506363436,0.258449338,0.338561636,0.858599321,0.999999957,0.725206318,0.807615733,0.232581906,NO
CLU-N374-H4N3F1,0,0,0,0,21.24945199,0,19.4234284,0,0,21.13141583,0,0,21.357575,0,20.78251848,21.47688497,0,0,0,0,0,0,22.75224674,0,0,0,18.95823489,21.59013808,0,0,20.54463919,20.04907812,19.76996069,0,21.74587233,0,0,0,0,20.61319386,0,22.73098959,21.9803546,24.16062324,23.61512455,0,0,20.77953917,0,19.45657045,21.12538669,0,0,20.35847591,22.69616587,>>DiffResult,6.271063733,6.330061971,10.27227442,18.4974184,10.44161381,12.22635466,0.176845884,0.599130575,0.855285449,0.913079801,0.999999579,0.143327724,0.21789006,0.617985671,0.999999989,0.835724081,0.90016222,0.262018806,NO
CLU-N374-H4N3F2,24.90865874,25.21878203,24.2821823,24.02046027,25.11989635,23.67549569,22.94279156,24.58914496,23.93545952,24.67425135,24.66304403,22.86472795,24.81953803,23.57359476,24.86818868,25.34776392,24.73586834,23.8216767,23.29611628,21.48842147,24.09472687,23.95715521,25.27035897,23.93528284,24.40908411,22.81599411,23.79527304,24.95701489,23.84230447,23.24043567,24.69896286,24.52528103,23.23531247,23.39396785,24.82034574,24.3274749,24.41647932,21.91319639,23.8753631,24.34335468,25.18551223,25.65006366,25.33489248,26.36372395,25.5973643,23.21165641,22.89739189,24.45834714,23.44793292,23.92177136,24.29742539,23.00439997,23.93097297,23.71853987,25.31411212,>>DiffResult,24.14230315,24.03176302,23.95497383,25.62631132,23.820255,1.806056321,0.003950838,0.005839456,0.978198046,0.999600629,0.996376495,0.007790185,0.009450501,0.002426789,0.997060958,0.859573613,0.979928827,0.014946698,YES
CLU-N374-H4N3F3,23.62053071,24.73115767,22.32471767,23.05851985,22.86461138,22.80631503,20.97932438,0,0,23.87659748,24.5162884,21.21065733,23.25408511,22.27436651,24.25166514,22.89357339,24.12257269,23.06261612,22.49888395,20.63335007,23.45319449,23.23366409,23.63856422,22.5911008,24.11981863,21.98794903,22.65703009,22.47154494,22.64916571,22.12412331,23.20172821,23.37969055,21.12861881,23.44206284,23.93340174,22.75264961,23.17321859,20.8660554,22.5639947,22.49621981,0,22.53529995,21.57663229,23.69199754,23.21622546,22.10271933,22.47832069,23.56289905,22.03540523,23.02175094,23.7237044,0,22.9594716,22.63596093,24.51045168,>>DiffResult,20.64899164,22.89261553,22.69376403,18.20403105,20.70306838,4.688584481,0.600279928,0.670436587,0.909850482,0.999993519,0.949594173,0.930294704,0.633606373,0.945065153,0.878172058,0.999999937,0.930000896,0.657663763,NO
CLU-N374-H4N4F2,20.76762346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.29415179,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72636604,0,0,0,0,0,20.87408678,20.59535039,21.95089246,0,0,0,0,0,0,0,0,19.09333521,21.24203241,>>DiffResult,1.038381173,2.229415179,1.972636604,12.68406593,4.033536762,11.64568475,0.027445335,0.050701397,0.996735159,0.999988902,0.962851006,0.012344666,0.059667122,0.16824942,0.991694724,0.796957204,0.97706195,0.066347007,NO
CLU-N374-H4N5F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34611749,0,0,0,19.07005378,0,0,0,0,19.64901257,0,0,0,0,0,0,0,0,0,20.05696318,0,22.50033165,21.52917353,0,0,0,0,0,0,0,0,0,20.22998098,>>DiffResult,0,4.041617126,1.964901257,12.81729367,2.022998098,12.81729367,0.003705599,0.019567751,0.923800157,0.943693347,0.999999955,0.001232858,0.088863458,0.020487062,0.453496073,0.915982174,0.948987272,0.014202772,YES
CLU-N374-H4N5F3,22.84503653,22.39686566,0,21.24377442,22.21522962,20.93354704,24.60686969,21.94530692,20.94785176,22.94119848,22.25411118,24.03858867,22.83556112,0,22.65903532,23.49315994,21.90569572,21.75709632,21.23836355,0,23.14008307,22.53809662,24.75934821,22.54869696,23.005416,24.56621692,23.97317284,0,22.27429004,0,0,0,25.02486927,21.63836818,23.13181805,22.02225854,22.54046178,0,22.30961273,22.10965811,21.82597829,24.10541123,22.29597724,24.89653412,24.12086435,0,24.03110525,25.04164807,0,23.94243242,23.38540406,24.80743499,24.89868434,24.61049084,24.800962,>>DiffResult,19.0128646,18.68053207,15.87770467,23.44895305,19.5518162,7.57124838,0.670685604,0.564972262,0.902712709,0.959505942,0.897895949,0.869387525,0.876966866,0.936911116,0.99998219,0.999877689,0.99953524,0.716010476,NO
CLU-N374-H4N5F4,0,0,0,0,0,0,0,0,0,0,0,0,22.84040696,0,0,0,0,19.07972362,0,0,0,0,0,0,0,24.34066083,0,0,0,0,0,0,0,20.65999826,0,0,0,0,0,0,0,0,0,0,0,0,24.27321838,25.35109503,0,23.70653842,22.82690516,0,0,24.20858262,24.67697917,>>DiffResult,2.096006529,2.434066083,2.065999826,0,14.50433188,14.50433188,0.001280158,0.989075094,0.999999998,0.999972412,0.007916117,0.983767012,0.979844561,0.01276112,0.99996512,0.001582133,0.010653437,0.006478377,YES
CLU-N374-H4N5S2F1,21.82752511,22.45020691,0,0,22.4154841,22.85362311,20.13629412,21.92095444,0,22.57347843,21.92341751,0,21.75529504,0,0,22.88521685,0,21.35721107,21.89195352,0,0,0,21.27796369,0,0,0,0,0,21.78476688,21.32994789,0,22.27635416,0,0,21.89679677,0,0,0,0,21.00738344,0,22.26892637,22.58333313,23.09034682,22.98601615,0,0,0,0,21.88825318,0,0,0,22.4670015,22.2455792,>>DiffResult,13.19953301,6.439267846,6.518053437,18.1857245,6.660083388,11.74645665,0.115186467,0.286462669,0.497960318,0.999999983,0.999999818,0.883532052,0.280080381,0.298193398,0.486208386,0.519312516,0.999998938,0.189919576,NO
CLU-N374-H5N3F3+203.07,26.57388899,0,0,0,0,27.96236227,0,26.71185404,0,29.09915378,0,0,0,0,0,0,0,0,0,0,25.87738687,0,0,0,0,0,0,0,0,0,0,28.88111275,0,0,28.6786715,0,28.6633352,0,0,28.73501869,29.60619938,27.92569401,26.33647556,30.55592438,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,5.517362954,2.587738687,11.49581381,22.88485867,0,22.88485867,0.002345624,0.305621573,0.600847491,0.348008331,0.129539121,0.016596973,0.00903744,0.002427799,0.95346879,0.670727367,0.982373773,0.009758131,YES
CLU-N374-H5N3F3+203.08,0,0,28.85038519,0,29.64707692,0,0,0,0,0,26.35342578,0,28.26168976,0,29.10908232,27.21574448,0,0,0,0,0,0,0,0,26.72230389,0,0,0,0,0,28.80853575,0,0,0,0,0,0,0,28.43782708,0,0,0,0,0,0,25.57645292,24.64285012,0,0,0,26.09532297,27.85864724,25.31820408,25.49528841,26.96824564,>>DiffResult,8.471870223,2.672230389,5.724636283,0,18.19550114,18.19550114,0.021810432,0.895380613,0.972682635,0.976264925,0.131538765,0.592838062,0.993267365,0.046216307,0.69842388,0.210670993,0.033495961,0.055668985,NO
CLU-N374-H5N3F3+204.06,0,0,23.06359295,20.1321504,22.84373546,21.86743493,0,0,0,21.00971898,0,0,0,0,0,0,0,0,0,0,0,0,22.45932391,0,0,0,20.86028159,0,0,0,0,0,0,0,0,0,0,0,20.97657886,0,22.19448692,22.81772207,0,30.11245531,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,5.445831636,4.33196055,2.097657886,15.02493286,0,15.02493286,0.03597246,0.062836911,0.853381602,0.977593904,0.982251525,0.189357252,0.174557248,0.020488786,0.997252341,0.486354579,0.794042573,0.081181093,NO
CLU-N374-H5N4F1,21.83468621,0,22.61576595,21.22832367,21.93924602,0,21.87890368,21.69310525,0,22.2548162,0,0,20.75752118,21.14269317,22.06929056,22.78351683,0,21.09785358,20.69604156,21.27479623,0,21.56589451,23.83303026,21.80029696,22.49235241,21.46724301,21.83261242,25.76095128,21.41020987,19.66853065,19.95195736,22.19649848,0,0,21.47716002,0,20.6384929,19.31006374,20.85972252,21.24456786,0,23.35564285,23.13626875,25.80780655,25.261281,0,0,21.6619873,0,21.66502994,22.52000916,22.11558054,21.31992004,21.61449105,22.88308681,>>DiffResult,15.163328,19.98311214,14.56784629,19.51219983,15.37801048,5.415265849,0.631560183,0.889395151,0.999862071,0.734781818,0.999735433,0.901976328,0.9999864,0.939141603,0.71474406,0.999997645,0.83316292,0.685509613,NO
CLU-N374-H5N4F1+174.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15871442,0,22.48588185,0,0,22.7689761,25.93136214,0,0,0,0,0,0,0,0,0,0,20.99462076,21.4963084,0,0,0,23.0180635,0,22.95111968,23.4696535,24.06189189,23.45423895,0,0,24.38140843,23.55376558,0,0,>>DiffResult,0,9.334493451,4.249092916,4.603612701,14.1872078,14.1872078,0.001777841,0.99999288,0.717874105,0.690327087,0.096415991,0.828100951,0.858553795,0.278340267,0.058782466,0.00100399,0.725998374,0.008182267,YES
CLU-N374-H5N4F2,25.68522538,25.81363861,26.25364488,25.06353047,26.45823071,25.00905323,24.8171854,23.79487181,25.41152671,26.18541875,25.63031923,22.47969061,24.47529788,24.87654639,26.12317181,26.4107252,25.42135568,24.93280835,24.49317406,23.66394541,25.46552147,24.78426985,26.98019858,25.43833955,25.94958037,24.27235289,25.03733326,27.46963466,24.92120773,23.87658749,25.54507317,25.9935813,24.9457671,24.7086369,25.8523989,25.25946362,25.84611754,23.16948015,25.31201641,25.6161257,26.68871581,27.24552819,26.78527213,28.54662386,27.96021066,24.47639621,21.15144178,25.42864094,24.85912024,25.27409061,25.7659866,22.34510292,24.88100976,24.96083098,26.49934869,>>DiffResult,25.14996803,25.41950258,25.22486608,27.44527013,24.56419687,2.881073257,0.000714366,0.006313975,0.999798499,0.995131041,0.685604195,0.001487956,0.015437496,0.000216613,0.971596946,0.666444018,0.444751702,0.004045493,YES
CLU-N374-H5N4F2+174.05,0,0,0,0,0,0,0,23.36195749,0,23.52957316,0,0,25.4284708,25.0344746,0,26.17403245,25.55665661,24.93080626,23.75389142,0,0,25.86138385,0,26.04123566,0,0,26.045324,0,25.39941628,0,24.36979926,24.24792047,0,23.7468474,0,23.57945891,25.36599618,0,24.71693182,25.5829388,0,0,0,25.57640512,0,26.45020503,26.02621541,27.22272122,27.0505603,0,0,27.09045464,26.77384225,0,0,>>DiffResult,9.88849314,10.33473598,17.16098928,5.115281024,16.06139988,12.04570826,0.31468779,0.423719407,0.580262981,0.749782447,0.999674255,0.942826134,0.943178831,0.520220123,0.999984059,0.718883467,0.850032174,0.405150294,NO
CLU-N374-H5N4F2+202.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.89345622,24.20164788,24.3516233,24.35006111,0,0,24.49963191,0,24.26294695,0,>>DiffResult,0,0,0,0,14.55593674,14.55593674,2.99E-08,1,1,1,1.38E-06,1,1,7.08E-05,1,4.59E-08,1.38E-06,1.46E-06,YES
CLU-N374-H5N4F3,28.48930481,28.92871991,28.91468862,28.24721806,29.73468541,28.3143434,27.70234088,28.48796225,27.93198759,29.07650172,29.00164798,27.41040259,28.17451493,28.06896888,29.05580115,29.69019988,28.87581801,28.14666481,27.62606769,26.56885326,28.38936763,28.39393814,29.80816851,28.39963161,28.81336406,27.16243307,23.51227632,29.56471038,28.30742736,27.32569253,28.56920719,28.96476142,28.16156113,27.84706926,28.72348389,28.2894596,28.71843719,26.29845858,28.39017182,28.63429784,29.6844615,30.1120128,29.7294641,30.60988107,29.98385859,27.45687787,26.42919492,28.25848594,28.05455336,27.99415296,28.63500106,21.75542793,28.03063758,28.06524626,29.50369491,>>DiffResult,28.42233459,27.96770096,28.25969079,30.02393561,27.41832728,2.605608332,0.014043079,0.119147533,0.997671506,0.987334207,0.611200693,0.122620142,0.047028236,0.005963112,0.898283644,0.294740984,0.882216431,0.03994248,YES
CLU-N374-H5N4F3+174.05,0,0,0,0,0,0,0,0,0,22.3131783,22.86093875,0,25.45790259,24.27735505,21.60016062,23.89367452,25.3649299,24.68514089,23.48137085,0,25.46187456,25.61992778,0,0,0,0,0,0,24.66365729,0,23.09307454,23.67107024,0,24.14418259,0,0,24.5661657,0,24.04842583,23.89165552,0,0,0,0,23.00991307,0,26.3883326,27.1312922,26.34361722,0,0,25.14243982,26.83466118,0,0,>>DiffResult,10.69673257,7.574545962,14.34145744,4.601982615,13.1840343,9.739474828,0.545312849,0.609031156,0.94102875,0.739663857,0.999562427,0.861627665,0.992140289,0.714240799,0.965823347,0.985159322,0.848826507,0.61631031,NO
CLU-N374-H5N4F4,27.9273807,29.12816532,26.54065441,27.98560096,27.59139631,27.84252002,25.66012372,26.87114805,27.53670141,28.50431723,28.85264738,26.15801131,28.45375402,27.52872757,28.91552629,27.84848427,29.12237851,28.07727534,27.47696629,25.88071623,28.36224638,28.29218823,28.03215017,27.61093179,28.54973525,27.07964172,27.72105092,27.13345591,27.95352532,27.43988877,27.76308196,28.38497424,25.82753267,28.12793383,28.6214686,27.96135812,28.25277176,26.11507142,27.7169615,27.36186862,26.67573595,26.19869232,26.09761873,28.0448308,27.64310611,27.51380475,27.32036509,28.72098411,27.13157641,28.13262764,28.76884459,25.63558031,28.09039958,27.83349538,29.64920399,>>DiffResult,27.69512477,27.81748145,27.61330227,26.93199678,27.87968819,0.947691401,0.43650482,0.681053781,0.999421954,0.988494179,0.969235836,0.493248419,0.434993983,0.365964188,0.99719766,0.986483721,0.99988981,0.525514042,NO
CLU-N374-H5N4F4+162.05,26.43452837,25.76987127,0,26.84789734,22.86586198,22.65359602,0,0,24.95952807,26.38688674,0,0,22.70139472,0,27.06880737,22.69372069,22.79177699,26.09557005,0,0,27.38449246,23.54733499,0,21.66056282,25.6693242,0,0,0,24.36685932,25.37326194,0,26.58038879,0,0,0,22.73894548,0,0,0,0,0,0,0,0,0,0,0,0,24.35854565,0,26.58701636,22.90564312,26.2989319,0,0,>>DiffResult,14.86347198,14.80018357,4.931933427,0,10.0150137,14.86347198,0.049920852,0.939851863,0.20644119,0.346230194,0.870065269,0.102347223,0.16497613,0.535696471,0.999999991,0.825225536,0.892855177,0.10256147,NO
CLU-N374-H5N4F4+174.05,0,0,0,0,0,0,0,0,0,0,0,0,24.38787652,22.77758752,0,0,24.28164076,23.60614458,21.84350366,0,0,24.04833187,0,23.26090189,0,0,24.45303497,0,23.74043649,0,0,22.50241159,0,23.70815416,0,21.73262427,23.55137515,0,22.96926629,22.63242812,0,0,0,0,20.45112795,25.43964839,24.77745303,26.32528081,25.13718422,0,0,0,25.59129809,0,0,>>DiffResult,5.844837652,9.550270522,13.70962596,4.09022559,12.72708645,9.619400369,0.287563254,0.551745781,0.406237633,0.927142438,0.99969386,0.998062897,0.908126765,0.64999285,0.919860934,0.540383557,0.971765929,0.377709488,NO
CLU-N374-H5N4F5,26.77971883,27.88731518,25.31425177,26.31422329,26.05748536,26.47079762,24.26577796,25.45120392,25.78557347,26.71291622,27.84018248,24.86172469,27.53411049,25.96164975,27.50583719,26.2799905,27.93585368,27.02116597,26.18765109,24.82289508,27.22146868,27.0936712,26.60807394,26.50612464,27.2968342,26.06766909,26.36839838,25.45519732,26.47553469,25.97612764,26.55980202,27.25867134,24.68685821,27.62515696,27.35686815,26.88752616,27.12595114,24.97088954,26.68359129,26.40551892,24.84327463,23.88254204,23.05902865,26.4108367,25.81518189,25.92271586,0,27.32959252,25.77705312,0,27.58120979,24.3108348,26.741915,26.34545208,28.2268354,>>DiffResult,26.34951623,26.50690998,26.55608337,24.80217278,21.22356086,5.332522515,0.068578332,0.963986977,0.999965857,0.999999938,0.117359243,0.968145804,0.967483314,0.664172258,0.999988463,0.06400438,0.123128227,0.129095121,NO
