protein,Raw_NS.1,Raw_NS.2,Raw_NS.3,Raw_NS.4,Raw_NS.5,Raw_NS.6,Raw_NS.7,Raw_NS.8,Raw_NS.9,Raw_NS.10,Raw_NS.11,Raw_NS.12,Raw_NS.13,Raw_NS.14,Raw_NS.15,Raw_NS.16,Raw_NS.17,Raw_NS.18,Raw_NS.19,Raw_NS.20,Raw_OA.1,Raw_OA.2,Raw_OA.3,Raw_OA.4,Raw_OA.5,Raw_OA.6,Raw_OA.7,Raw_OA.8,Raw_OA.9,Raw_OA.10,Raw_HS.1,Raw_HS.2,Raw_HS.3,Raw_HS.4,Raw_HS.5,Raw_HS.6,Raw_HS.7,Raw_HS.8,Raw_HS.9,Raw_HS.10,Raw_MA.1,Raw_MA.2,Raw_MA.3,Raw_MA.4,Raw_MA.5,Raw_SCO.1,Raw_SCO.2,Raw_SCO.3,Raw_SCO.4,Raw_SCO.5,Raw_SCO.6,Raw_SCO.7,Raw_SCO.8,Raw_SCO.9,Raw_SCO.10,>>NormaExpression,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
FN1-N1007-H5N4F2,548212981.5,291999244,282990500.3,245755590.3,434887425.8,285592155.2,146129034,435734201.2,252487335.7,397455402.2,277997197.9,107976637.8,244585161.4,179903796.9,293310265.2,705069206.8,224719563.4,213712263.8,156107113,98782265.43,367028694.6,328999992.6,948043288.4,288160181.7,424522525.8,166343598.2,465360602.1,445285720.1,181627467.6,153939560.3,525037309.6,463674302.5,305805292.7,152180616.3,688489440.8,339097633.4,637821758.4,100143601.5,466601960.8,948806236,423077152.3,832732133,731871879.1,520455359.8,408621256.8,146331551.9,183038195.1,251679138.6,217536272.3,250080933,244157585.2,298322550.2,217362078.3,259103487.5,304037751.1,>>NormaExpression,29.03016125,28.1213894,28.07617839,27.872649,28.69606676,28.08938112,27.12266762,28.69887312,27.91163579,28.56621775,28.05049511,26.68614397,27.86576165,27.4226504,28.12785233,29.39318963,27.74355049,27.67109446,27.21796104,26.55774873,28.45131762,28.29351231,29.8203777,28.10229576,28.66126587,27.30959111,28.79377384,28.73015611,27.43640717,27.1977888,28.96784471,28.78853653,28.18803814,27.18120938,29.35885929,28.33712548,29.24857808,26.57749502,28.79761713,29.82153825,28.65634554,29.63327726,29.44701587,28.95519919,28.60618902,27.12466564,27.4475695,27.9070104,27.69668074,27.89781983,27.86323736,28.1522978,27.69552503,27.9489532,28.17967523,>>DiffResult,27.9460834,28.27964863,28.5266842,29.05960538,27.79134347,1.268261901,0.011068093,0.672481096,0.256538941,0.94167392,0.177942564,0.028717471,0.305085684,0.020869637,0.762840921,0.98179102,0.570196477,0.033346909,YES
FN1-N1007-H5N4F2+174.05,,,,,,,,24225538.08,,16347956.71,20449143.83,,41190946.97,48437970.13,,64733555.87,54072717.89,36386398.89,15702116.19,,,100097933.9,,55787747.56,,,142661775.3,,54745706.78,,64637274.71,45691455.92,,17040068.21,,28338405.1,95657169.48,,95256018.05,146182479.2,,,,18176327.48,,161624444.9,135948793.4,119727313,159959167.3,,,132960962.8,132071739.4,,,>>NormaExpression,0,0,0,0,0,0,0,24.53002543,0,23.96260708,24.28553718,0,25.29582399,25.5296351,0,25.94801044,25.68839756,25.11689598,23.90445576,0,0,26.57683697,0,25.73344499,0,0,27.0880236,0,25.70624252,0,25.94586306,25.44542111,0,24.02242786,0,24.75625528,26.51136978,0,26.50530692,27.12319518,0,0,0,24.11555748,0,27.26807018,27.01848812,26.83517708,27.25312844,0,0,26.9864275,26.97674656,0,0,>>DiffResult,11.21306943,10.51045481,18.03098392,4.823111495,16.23380379,13.20787242,0.316953944,0.349259769,0.65462893,0.692075817,0.99790552,0.859297492,0.92846117,0.497454294,0.999909595,0.852945164,0.858684966,0.407163913,NO
FN1-N1007-H5N4F2+202.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113332.222,,,,,,,,,,,,,,,,41651074.03,25295666.42,20813726.59,40342861.19,,,25305239.68,,27515773.7,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.28583261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3118504,24.59238697,24.31103203,25.26581011,0,0,24.59293286,0,24.71375561,0,>>DiffResult,0,2.228583261,0,0,14.8787768,14.8787768,1.38E-06,1,1,0.928355908,2.01E-05,1,0.96471391,0.0005614,0.884810544,1.07E-06,0.000310328,3.18E-05,YES
FN1-N1007-H5N4F3,861291240.2,539045707.2,387114530,339699036.3,699628187.6,426576105.3,131569995.6,790699312.6,436203090.1,650587003.8,537059323.2,147685157.6,456176178.5,372012044.5,497082984.5,780657514.9,477388439.4,310805981.6,166999563.9,135386070.6,472464476.3,532940074.7,1085719144,419344531,620816899.3,203381660.2,498038577.8,378104881.4,210781075.1,234677526.4,936841554,805919773.7,462220213.6,371497514.6,1114144578,781440529.9,601402555.7,149324191.9,588355840.4,1033820846,659004179.8,905834827.1,1021189777,598969616.8,432478261.8,224503177.6,296285917,279543934.5,290628102.8,298387700.8,331855022,288238923.8,315666908.1,313403265.4,534330480.8,>>NormaExpression,29.68192592,29.00583237,28.52818522,28.33968189,29.38201318,28.66822792,26.97125529,29.55855393,28.70042475,29.27716676,29.00050622,27.13794961,28.76501587,28.47077409,28.88891148,29.54011452,28.83058839,28.21143903,27.3152691,27.01250408,28.81563062,28.98939808,30.01600381,28.6435608,29.20959259,27.59961436,28.89168226,28.49421124,27.65117011,27.80610446,29.80322983,29.58606099,28.78400511,28.46877732,30.05328931,29.54156084,29.16375576,27.15387268,29.13211373,29.94533905,29.29571238,29.75467277,29.92760386,29.15790758,28.68805238,27.74216063,28.14241482,28.05849981,28.11459898,28.15261283,28.30597787,28.10268993,28.23382779,28.22344498,28.99315708,>>DiffResult,28.56431698,28.61169683,29.16320046,29.36478979,28.20693847,1.157851322,0.018451715,0.987437042,0.24412528,0.467412732,0.044388395,0.213765423,0.356891333,0.048111707,0.999829079,0.726990391,0.74084125,0.048255156,YES
FN1-N1007-H5N4F3+174.05,,,,,,,,,,,9249908.704,,31815134.34,18392181.18,,15019528.78,38537299.81,7097741.156,12441286.88,,48863902.64,61935194.74,,,,,,,22976787.17,,15359309.51,17884446.83,,7859160.019,,,37352320.82,,27777885.89,27321127.29,,,,,3729452.867,,104045579.7,69837821.38,41955245.47,,,28628462.43,96235370.82,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,23.14100785,0,24.92320992,24.13258933,0,23.84033631,25.19975219,22.75892874,23.5686325,0,25.54226579,25.88425614,0,0,0,0,0,0,24.45367381,0,23.87261012,24.09220224,0,22.90594388,0,0,25.15469459,0,24.72743352,24.70351373,0,0,0,0,21.83053295,0,26.63264045,26.05750524,25.32234789,0,0,24.7709469,26.52006393,0,0,>>DiffResult,8.378222842,7.588019574,14.54563981,4.36610659,12.93035044,10.17953322,0.446997144,0.551506393,0.688369,0.706537696,0.99826044,0.964239301,0.988611903,0.702675732,0.99981749,0.869686332,0.862888313,0.534294132,NO
FN1-N1007-H5N4F4,332478135.9,269122466.2,65732488.39,193681845.1,154196059.2,206841444.3,29231580.88,83949579.21,174171363.5,122431683,224898956.5,8495966.874,376535435.9,211193891.8,215065634.7,78754136.59,277292750.3,135937725.2,88897398.24,9700967.016,170496065.1,299961678.3,147015267.9,150105410.9,248019305.4,107502168.2,270873211.5,89185969.39,95663592.52,153779215.8,292154598,389749117.5,59469733.4,224627450.5,601620410.7,364899981.8,226048042.9,117500522.1,349704528.1,222703450.1,25897151.11,91492547.3,93424516.77,132400507.8,30817015.77,151765688.5,212602637.5,168487412.1,71120006.68,199919236.9,20825192.83,48720563.51,238298603.5,175325553.1,335592387.8,>>NormaExpression,28.30868423,28.0036876,25.97010329,27.52911349,27.20019066,27.62395005,24.80102457,26.32301978,27.37593221,26.86740172,27.74470173,23.01834688,28.48821041,27.65399288,27.68020178,26.23085239,28.04683466,27.01837066,26.40563788,23.20969728,27.34516321,28.16020296,27.13139076,27.16140075,27.88587719,26.67979053,28.01304249,26.41031345,26.51146665,27.1962853,28.12215676,28.53797052,25.8256523,27.74295901,29.16427827,28.44292584,27.75205419,26.80809194,28.38156124,27.73054867,24.62629012,26.44715091,26.47729788,26.98033343,24.87722387,27.17727043,27.66358426,27.32806558,26.08375214,27.57484207,24.31182659,25.53802751,27.82819526,27.38546105,28.32213476,>>DiffResult,26.77499771,27.24949333,27.85081987,25.88165924,26.92131596,1.969160634,0.050619047,0.03756237,0.169957375,0.804908174,0.441639843,0.590336493,0.259843321,0.532601748,0.852459614,0.99793959,0.974266291,0.103450465,NO
FN1-N1007-H5N4F4+174.05,,,,,,,,,,,6734517.174,,28721044.23,13324409.79,,,15126604.9,,,,,44583844.16,,6231697.131,,,46968635.79,11204090.79,5835193.748,,,4268145.357,,5989418.476,,8168335.171,18600104.59,,7611763.151,11055329.67,,,,,,8569302.204,15827169.64,47772832.36,5708821.914,,,,64413044.64,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,22.6831433,0,24.77560492,23.6675684,0,0,23.85058498,0,0,0,0,25.41001771,0,22.57119392,0,0,25.48519439,23.41752237,22.47634938,0,0,22.02517822,0,22.51398475,0,22.96161081,24.14880748,0,22.85979943,23.39823884,0,0,0,0,0,23.03074647,23.91590004,25.50968711,22.44476188,0,0,0,25.94084957,0,0,>>DiffResult,4.74884508,11.93602778,13.79076195,0,12.08419451,13.79076195,0.058681193,0.161223073,0.221855713,0.995465009,0.996713695,0.907045436,0.284472793,0.27283655,0.4451192,0.424329653,0.999999802,0.117061969,NO
FN1-N1007-H5N4F5,213444351,191409537.8,43198979.99,86360129.19,47553411.76,86828581.46,3263283.432,94298085.46,135093447.5,87197700.69,258109806,31932005.59,357125965,146743815.6,90737950.47,54924011,53429015.93,126317917,113948205,44834606.77,121003868.5,59060471.53,131559784.9,103210880,231771453.1,90860358.05,68348501.84,42580708.92,67368036.33,66446993.53,153828437.9,188760321.4,32007143.02,129102800.1,234240358.3,214386014.5,177108198.5,501283.6004,230541974.6,93175597.35,55876149.47,46034168,49093606.51,58626669.03,20443256.22,17460970.93,28528772.96,125770616.6,,133853652.3,15996951.48,34725126.37,137951462,103432627.9,38230035.17,>>NormaExpression,27.66928475,27.51208749,25.36449395,26.36386208,25.50304555,26.3716667,21.63789331,26.49072516,27.00938247,26.37778677,27.94340972,24.92849988,28.41185779,27.12872447,26.43520275,25.71093368,25.67112014,26.91248406,26.76380297,25.41810944,26.85047794,25.81568956,26.97114332,26.62101983,27.78812765,26.43714767,26.0264064,25.34369667,26.00556093,25.98570061,27.196747,27.4919803,24.93189062,26.94394506,27.80341443,27.67563556,27.40005576,18.93527039,27.78045421,26.47344884,25.7357293,25.45620177,25.54903185,25.80505378,24.28512174,24.05763053,24.76591441,26.90621968,0,26.99608127,23.93129375,25.04947665,27.03958552,26.62411613,25.18820323,>>DiffResult,26.28121866,26.38449706,26.26328422,25.36622769,23.05585212,3.328644942,0.221601674,0.992451128,0.999999995,0.999993798,0.33251932,0.988501367,0.987797124,0.797656584,0.999994189,0.19575047,0.296265042,0.310819418,NO
FN1-N1007-H5N4S1,,,2186434.08,,,,,1292622.373,,7530422.94,,,,,868526.9712,,,,,,,,,,,,,,,,1717192.968,,,1039138.916,,1122538.273,1067828.573,,5757061.984,2682215.575,,,,,,,,,,,,,,,,>>NormaExpression,0,0,21.06014908,0,0,0,0,20.30187055,0,22.84429966,0,0,0,0,19.72821279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71162158,0,0,19.98695849,0,20.09833449,20.02624998,0,22.45690157,21.3549943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,4.196726604,0,12.46350604,0,0,12.46350604,0.000758879,0.016996106,0.029017892,0.002014209,0.002014209,0.752548504,1,1,0.537984795,0.537984795,1,0.004244637,YES
FN1-N1007-H5N4S1F1,16077081.74,16626738.04,12195008.22,10223138.74,44273730.12,3455646.729,8576110.087,9335775.379,26289584.57,527213259.8,369730516.2,6931695.644,12069182.13,7242677.908,27834079.24,21571853.44,354692505.6,11586642.14,13817786.14,4454173.522,28437774.96,14044095.38,17863921.85,7978633.123,33432538.96,2817596.454,18053825.79,36440931.85,8589262.442,12893231.06,38291568.14,26316726.97,2965142.395,297993634.5,32036043.39,6286432.275,53673496.66,4602742.198,69247065.1,54034407.41,14513829.48,11943761.67,26920515.35,6042099.918,108286197.6,217246498.3,5684602.584,10113192.23,8270451.103,29705267.47,12922946.01,6657439.603,316694688.6,12880688.62,28311113.36,>>NormaExpression,23.93850231,23.98700191,23.53978751,23.28533501,25.39994762,21.72052473,23.03189216,23.15433857,24.64798806,28.97381142,28.46189889,22.72477709,23.5248247,22.78809199,24.73034908,24.36264687,28.40199361,23.46595932,23.72002326,22.08672666,24.7613053,23.74346047,24.09054559,22.92771036,24.99474963,21.42603408,24.10580134,25.11905656,23.03410299,23.62011063,25.19052345,24.64947679,21.49967044,28.15070628,24.93319269,22.58381028,25.67770657,22.13406252,26.04524961,25.68737505,23.79092499,23.50975407,24.68220275,22.52661885,26.69027414,27.69475769,22.43862832,23.26973526,22.97953477,24.82421549,23.62343177,22.66653622,28.23851744,23.6187065,24.7548652,>>DiffResult,24.29732104,23.78228769,24.65517737,24.23995496,24.41089287,0.872889674,0.883607883,0.994202665,0.987697691,0.83517591,0.998374998,0.999996706,0.991590735,0.999821812,0.95347656,0.999860885,0.943540466,0.895093254,NO
FN1-N1007-H5N4S1F2,4507336.907,4155301.589,9852621.903,4717339.879,20119635.95,4516568.576,2532633.838,3459483.646,7740915.065,34180860.87,6198519.942,3968812.036,145140659.6,3433427.869,10732263.87,25952635.92,7894439.77,,4213024.122,,4651978.985,4633366.207,10934647.35,3450259.841,7875075.493,1289505.916,10177036.62,4945178.547,3762360.089,122705426.4,43209002.61,120630491.6,26202906.77,12993589.1,191046210,136795798.5,34078822.13,3615911.877,151020237,17140079.31,9048058.06,4257586.693,8480261.5,44849378.03,28538752.97,3383667.411,2720104.986,,2449425.199,10367032.4,983422.4518,3185711.653,4448924.552,6104179.188,11372807.14,>>NormaExpression,22.10384418,21.98652211,23.23207641,22.16954242,24.26210094,22.106796,21.27220765,21.72212571,22.88407288,25.02668544,22.56349258,21.92027617,27.1128765,21.71121864,23.35545123,24.6293778,22.91240564,0,22.00642509,0,22.14941346,22.14362959,23.38240349,21.718274,22.90886251,20.29838808,23.27881434,22.23759147,21.84320689,26.87062382,25.36482863,26.84601939,24.64322358,23.63129676,27.5093464,27.02744869,25.02237218,21.78592849,27.17016666,24.03087053,23.10917692,22.02160481,23.01567749,25.41858467,24.76641901,21.69015677,21.37523143,0,21.22401239,23.30549978,19.90745323,21.60318471,22.08502553,22.54136612,23.43908519,>>DiffResult,20.64887487,22.68312077,25.30315013,23.66629258,19.71710152,5.586048616,0.141216852,0.981800786,0.196514226,0.819604388,0.166237722,0.803175093,0.997396481,0.680190513,0.870882269,0.991949867,0.743189464,0.2227834,NO
FN1-N1007-H5N4S1F3,,3012405.25,2854296.748,,6538542.952,2022474.875,555120.7967,,8703321.413,20573251.4,9701624.822,351855.6701,12450671.51,2227853.473,15938787.78,8543214.423,7230802.484,4261479.914,4950449.776,,6985678.915,3065474.731,9007059.503,3415808.442,8787960.799,709970.5663,14155569.9,3227841.41,4959346.961,5407556.931,13691932.06,11112968.63,2551749.144,6093814.343,247029870.4,9030073.314,10750295.66,1155053.099,32138939.17,14490774.26,3778687.285,2437827.297,9129821.862,1753300.896,,1958523.459,,1444890.106,,7853818.197,,1194215.161,2729215.755,4451023.712,,>>NormaExpression,0,21.52248491,21.44470441,0,22.64053797,20.94769106,19.08244482,0,23.05313481,24.29426655,23.20979511,18.42462834,23.56972033,21.08722357,23.92603866,23.02634773,22.78572454,22.02292344,22.23912847,0,22.73596911,21.54767955,23.10262492,21.70379606,23.06709717,19.43740172,23.7548666,21.62213871,22.24171902,22.36654579,23.70682281,23.40574105,21.28305564,22.53891435,27.88011027,23.10630643,23.35787314,20.13952899,24.93781902,23.78863145,21.84945408,21.21716509,23.12215544,20.741643,0,20.90133571,0,20.46252934,0,22.90496296,0,20.18763257,21.38005555,22.08570608,0,>>DiffResult,17.66383974,22.15798387,23.41448031,17.38608352,12.79222222,10.62225809,0.031913452,0.635940325,0.342806421,0.996479692,0.032461988,0.999994284,0.804984147,0.825702445,0.588281101,0.510573067,0.076949758,0.07461365,NO
FN1-N1007-H5N5F1,1034798.864,,,,,,,1912264.384,,,,,,,,,,962275.1053,,8875375.656,,,3639983.593,,,,,13684277.26,3002625.187,1904473.715,,1560871.129,,,2389782.562,766651.3691,2254380.331,,4122271.776,5609562.025,2155775.467,2643703.41,,3205429.607,,,13237278.62,,,1356738.79,,,,,,>>NormaExpression,19.98092034,0,0,0,0,0,0,20.86685132,0,0,0,0,0,0,0,0,0,19.87609138,0,23.08137692,0,0,21.79550091,0,0,0,0,23.70601601,21.51779345,20.8609617,0,20.57392092,0,0,21.18844853,19.54821302,21.10430014,0,21.97500854,22.41945696,21.03977616,21.33412945,0,21.61208675,0,0,23.65810333,0,0,20.37171262,0,0,0,0,0,>>DiffResult,4.190261998,8.788027207,12.68093481,12.79719847,4.402981595,8.606936473,0.132664079,0.999999952,0.197667897,0.905663196,0.354616674,0.428298622,0.947601696,0.544633018,0.757161701,0.99999784,0.861820979,0.212610676,NO
FN1-N1007-H5N5F2,2873895.635,,1410748.586,,,,,2552640.783,2152821.587,2178164.023,,3982985.405,1835633.836,,,3406134.568,,3215217.511,,,5491466.943,5893085.166,,3505253.244,,4752266.75,14757166.2,8244238.576,,,,3454574.537,,2130276.249,5776882.418,,3877901.187,,3918550.44,4480279.5,,,,1246804.424,,,,,1700995.723,,1264020.627,,,2901831.267,2019003.932,>>NormaExpression,21.45457674,0,20.4280305,0,0,0,0,21.28355967,21.037798,21.05468183,0,21.92541912,20.80784766,0,0,21.69970443,0,21.61648536,0,0,22.38876042,22.49059193,0,21.74108766,0,22.18018469,23.81491247,22.974955,0,0,0,21.72007703,0,21.02260977,22.46185995,0,21.88684498,0,21.90188901,22.09515763,0,0,0,20.24980491,0,0,0,0,20.69794893,0,20.26958972,0,0,21.4685327,20.945213,>>DiffResult,9.565405165,13.55904922,13.10884384,4.049960981,8.338128435,9.509088236,0.473083418,0.559921754,0.918011336,0.999983183,0.86513986,0.850375445,0.512632443,0.951956726,0.878841739,0.998410251,0.822363543,0.555954515,NO
FN1-N1007-H5N5F3,,,,,,,,,,,1352169.895,,,,4191998.828,,,,,,,5035512.753,3169684.15,2668766.232,3860472.845,,9910141.346,3045868.272,4148684.977,,,,,,,,,,1185953.304,,,,,,,,31085408.09,14096336.84,,,,5845521.536,,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,20.36684607,0,0,0,21.99920723,0,0,0,0,0,0,22.26370755,21.59590811,21.34774205,21.88034651,0,23.24047435,21.53842259,21.98422303,0,0,0,0,0,0,0,0,0,20.17761699,0,0,0,0,0,0,0,24.88973423,23.74881707,0,0,0,22.47890056,0,0,0,>>DiffResult,2.118302665,15.38508242,2.017761699,0,7.111745186,15.38508242,0.000883843,0.991386104,0.999999765,0.005617747,0.639099396,0.985406114,0.010569946,0.516710139,0.001103569,0.52366577,0.178090603,0.004853156,YES
FN1-N1007-H5N5F4,1252670.544,,,,,,,,,,,2122070.952,,5602073.959,4787963.259,,,,,4470636.82,,3288541.171,,1193705.647,1590434.164,,3333822.175,,,,,,,2290652.582,1451883.333,,,,799036.8892,,2072501.982,,,,,5638424.558,40646752.67,11460692.71,9760074.142,9475569.992,1318926.669,5386410.062,16082681.92,11273521.34,,>>NormaExpression,20.25657675,0,0,0,0,0,0,0,0,0,0,21.01704214,0,22.41752986,22.19098095,0,0,0,0,22.09204924,0,21.64901674,0,20.18701691,20.60099013,0,21.66874616,0,0,0,0,0,0,21.12732786,20.46949509,0,0,0,19.60790439,0,20.98294275,0,0,0,0,22.42686094,25.2766368,23.45019104,23.21846082,23.17578145,20.33093402,22.3608929,23.93900476,23.42643501,0,>>DiffResult,5.398708947,8.410576993,6.120472735,4.196588549,20.76051977,16.56393122,0.001643388,0.995928148,0.999661218,0.982943656,0.010034333,0.999073395,0.927022349,0.020658428,0.924330092,0.001119897,0.042122505,0.007684484,YES
FN1-N1007-H6N2,313703844.1,42810638.46,29461320.37,63581935.86,51761913.27,29576850.65,9842407.711,39245810.97,75870736.05,148091693.7,65267726.23,15518115.36,25865298.71,41395996.42,36681865.94,53922055.35,31086858.75,73088064.92,26952312.3,15062609.83,76899042.34,94996711.54,185210650.4,71726861.4,96122622.51,40310011.59,109643021.9,39478459.33,65392061.91,50619820.93,66685729.45,63329581.86,15002276.54,64841760.79,117337274.2,37442853.86,89261191.02,8870208.762,105000296.5,157123248.6,26542795.28,34889265.2,21389203.5,51466082.87,38934075.41,17191872.85,42286478.8,28766965.07,36056093.29,45886739.93,25868237.52,16306004.84,7396895.164,79938784.8,69164274.07,>>NormaExpression,28.22482797,25.35146605,24.8123188,25.92211363,25.62538764,24.81796516,23.23058,25.22603537,26.17704022,27.14191549,25.95986647,23.88745011,24.62451457,25.30298794,25.12856373,25.68437218,24.88980155,26.12313252,24.68390577,23.84446852,26.19646231,26.50137425,27.46459183,26.09601019,26.51837269,25.2646349,26.70823877,25.23456239,25.9626122,25.5931991,25.99087475,25.91637624,23.8386782,25.95041995,26.80608615,25.1581871,26.41152974,23.08053679,26.64581817,27.22732143,24.66181703,25.05627992,24.35037949,25.61711867,25.21453007,24.03522347,25.33369313,24.77790974,25.10373979,25.45157401,24.62467848,23.9589001,22.81848859,26.25239232,26.04352371,>>DiffResult,25.33293568,26.15400586,25.70258285,24.98002504,24.84001233,1.313993528,0.060418894,0.71809618,0.891901369,0.870735166,0.363834251,0.961403128,0.261283456,0.999194515,0.271473758,0.743959266,0.05373738,0.119105711,NO
FN1-N1007-H6N2F1,19626648.65,2233312.116,1610438.785,2644473.755,1879072.302,1382567.194,814641.7501,,1780620.275,3546637.715,3357960.504,,1222042.075,,1344867.688,3897376.268,,4372355.886,1498250.453,763142.849,6045601.543,5018024.375,17295815.04,4307831.228,7807441.373,2311073.896,7148627.406,1910101.11,4023504.936,3797264.003,4342992.187,3620374.013,1136925.118,2694977.732,8747259.746,2166972.96,5750523.919,,4135774.532,5698763.317,,,,2385953.711,,,2590678.744,1085051.472,,,1507852.923,1130164.027,1975404.241,2213765.348,2964243.241,>>NormaExpression,24.22631058,21.0907541,20.61902329,21.33454977,20.84158992,20.39891921,19.635808,0,20.76394927,21.75802094,21.67915426,0,20.22086371,0,20.35903389,21.89407216,0,22.05997973,20.51484834,19.5415955,22.5274547,22.25868834,24.04391975,22.03853063,22.89641859,21.14013258,22.76923503,20.86521833,21.94002173,21.85652925,22.05025826,21.78770771,20.11670707,21.36184246,23.06039987,21.04725039,22.45526222,0,21.97972646,22.4422177,0,0,0,21.18613523,0,0,21.30489925,20.04933338,0,0,20.52406524,20.10810202,20.91371721,21.07807153,21.49923289,>>DiffResult,16.84692363,22.23361489,19.63013721,4.237227046,14.54774215,17.99638785,0.002274908,0.007436474,0.893397863,0.947574812,0.610220311,0.020486965,0.001207214,0.139954972,0.412060936,0.943888577,0.209515116,0.009635391,YES
FN1-N1007-H6N3,16448147.55,13066578.65,11163770.51,14186459.11,15634230.36,12139369.87,,12950086.72,24442610.12,42026231.03,22876338.04,,9085183.951,6593834.566,15348075.84,17821790.94,7525574.691,10844211.52,7451548.515,5266368.867,14819043.32,20244155.96,43267941.15,17029739.09,14743105.72,12608850.88,18615710.83,28448438.29,13521719.8,11508433.7,18169678.35,27948651.71,11474718.39,13959382.6,30277266.75,10698467.88,25453626.05,5100778.582,27341226.9,34177600.61,24735882.76,29315879.1,26645433.78,26333604.41,20986679.36,,17300656.66,15737878.19,16508608.54,50950677.37,16093185.11,13251045.97,3816857.684,4764752.811,22578617.54,>>NormaExpression,23.97142186,23.63937821,23.41232117,23.75801131,23.89820496,23.53319032,0,23.62645853,24.54289508,25.32478678,24.44735286,0,23.11508445,22.65268648,23.87155456,24.08713907,22.84337052,23.37042196,22.82910903,22.32837742,23.82094908,24.27100223,25.36679517,24.02155308,23.81353723,23.58793358,24.15001745,24.76184617,23.68877543,23.45618829,24.11502962,24.7362754,23.45195554,23.7347319,24.85173169,23.350901,24.60136791,22.28228633,24.7045747,25.02654782,24.56010211,24.80517903,24.66738504,24.65040172,24.32297065,0,24.04432355,23.9077378,23.97671528,25.60259802,23.93994664,23.65960302,21.86395434,22.18397024,24.42845388,>>DiffResult,21.26258823,24.09385977,24.08554019,24.60120771,21.36073028,3.338619482,0.450170928,0.999807902,0.684538847,1,0.806974778,0.749752939,0.999819919,0.823028759,0.682174552,0.999998978,0.805247475,0.537538115,NO
